a,ひとつの 
relinquish , 習慣・信仰・権利などを捨てる 
remorse , 後悔 
rendezvous , ランデブー 
rendition , 演出 
renegade , 背教者 
renovate , 革新する 
replenish , 物を再び満たす 
replicate , 実施 
reprimand , 厳しくしかること 
requisite , 必要な 
resilient , はねとび返る 
resonant , 鳴り響く 
respectability , 尊敬されること 
respiratory , 呼吸の 
respite , 労働の合間のひと休み 
resurrect , 古い習慣などを復活させる 
resurrection , 蘇り 
retaliate , 仕返しをする 
retaliation , 仕返し 
retina , 網膜 
retribution , 仕返しをすること 
revamp , 刷新する 
reverberate , 反響 
revile , ～をののしる 
revitalize , ～に新しい活力を与える 
revoke , 取り消す 
revulsion , 嫌悪 
rife , 広まって 
rigor , 厳格さ 
rivet , リベット 
roach , ゴキブリ 
rodent , 齧歯類の動物 
romp , はしゃぎ回る 
roster , 勤務当番表 
rout , ～をむりやり外へ出す 
rove , reeveの過去・過去分詞 
rover , さまよう人 
rowdy , 乱暴な 
rue , ～を後悔する 
rueful , 後悔している 
rupture , 破裂 
sag , たるむ 
salvage , 海難救助 
sanctity , 清らかさ 
sanguine , 希望に満ちた 
sardonic , 冷笑的な・軽べつを含んだ 
savior , 救助者 
scalp , 頭皮 
scathing , 痛烈な 
schizophrenia , 精神分裂病 
scoff , あざける 
scour , ～をこする 
scourge , むち 
screech , 金切り声 
scrupulous , 良心的な 
scuttle , ふたのついた昇降口 
secede , 新しい組織を作るために脱退する 
sectarian , 宗派の 
sedative , 鎮痛剤 
seductive , 人を引きつける 
seedy , 種の多い 
seep , しみ出る 
seismic , 地震の 
seminal , 精液の 
seminary , 神学校 
sewage , 下水の汚物 
sexist , 男女差別主義の 
shackle , 手錠 
shear , 毛・羊毛などを刈り取る 
sheen , 光沢 
shingle , 小石 
shoddy , 再生羊毛製の 
sickle , 小がま 
sideline , 側線 
sierra , 山脈 
sire , 陛下・雄親 
sizable , 相当な大きさの 
skinner , 皮をはぐ人 
skirmish , 小衝突 
sleazy , ぺらぺらな 
sleek , 滑らかな 
sliver , ～を細長く切る 
slouch , 前かがみの姿勢で座る 
sludge , ぬるぬるしたどろ 
slur , 言葉などを不明瞭に発音する 
smirk , にやにや笑う 
smite , ～の強く打つ 
smug , ひとりよがりの 
snag , 鋭い突起 
snarl , 犬などが歯をむいてうなる 
sodium , ソジウム 
solace , 慰め 
somber , 暗い 
sordid , 汚い 
sparse , 希薄な 
spate , 大量 
spearhead , やりの穂 
specter , 幽霊 
spinal , 背骨の 
splice , 綱などの端と端とを組み継ぎする 
spook , 幽霊 
sporadic , ときどき起こる 
spree , ばか騒き 
sprint , 短距離競走 
spurn , 踏ん付ける 
sputter , ブツブツ音を立てる 
squabble , つまらない口論 
squadron , 戦車大隊 
squander , 時間・金などを浪費する 
squeal , キャーと叫ぶ 
squint , 斜視 
squirm , 体をよじる 
stagnant , 流れない 
stagnation , よどみ 
stalemate , 手詰まり 
stalwart , じょうぶな 
stately , 威厳のあった 
staunch , 揺るぎない 
stave , おけ板 
stealth , こっそり 
stein , スタイン 
stellar , 星の 
stigma , 汚名 
stint , ～を惜しむ 
stockpile , 備蓄 
strew , ～を振りまく 
stricken , 撃たれた 
strident , かん高い 
stringent , 厳しい 
stronghold , とりで 
stunt , ～を妨げる 
subversive , くつがえす 
subvert , 政府などをくつがえす 
succumb , 屈服する 
sumptuous , ぜいたくな 
supplant , ～に取って代わる 
supple , 柔軟な 
surcharge , 追加料金 
surrogate , 代理人 
susceptible , 感じやすい 
swagger , いばった歩き方 
sweeping , 一掃する 
swoon , 気絶 
tacit , 暗黙の 
tally , 勘定 
tamper , 干渉する 
tangled , もつれた 
tantalizing , じれったがらせる 
tantrum , かんしゃく 
tarnish , 光っているものを曇らせる 
taunt , 人を軽べつして非難する 
taut , ぴ‐んと張ってある 
tawdry , 安ぴかの 
teem , 人・物がたくさんいる 
tenacious , しっかりしかぴついている 
tenet , 節 
tenor , 趣旨 
tenuous , 薄い 
tepid , なまぬるい 
terrain , 地域 
terse , 簡潔な 
testimonial , 証明書 
theological , 神学の 
throttle , 絞り弁 
thug , 悪漢 
thwart , を阻止する 
tier , 一段 
tinge , 薄い色合い 
tome , 大冊 
torpedo , 魚雷 
torso , 胴 
touchy , 怒りっぽい 
tout , しつこく求める 
towering , 非常に高い 
township , 郡区 
trajectory , 弾道 
translucent , 半透明の 
treason , 反逆 
tremor , 震動 
tribune , 護民官・人民の権利の擁護者・Tribuneとして 
trooper , 騎兵 
troupe , 一座 
truce , 中止 
trudge , てくてく歩く 
tuberculosis , 結核 
tumultuous , 騒然とした 
turner , とんぼ返りをする人 
turnout , 人出 
ubiquitous , 同時にいたる所に存在する 
ultimatum , 最後通牒 
uncanny , 不気味な 
unearth , ～を発掘する 
unilateral , 一側性の 
unravel , 編物などを解く 
unruly , 規則に従わない 
upbeat , 上向き 
upbringing , 教育 
uproar , 大騒ぎ 
upshot , 結果 
upstart , 成り上がり者 
vandalism , 故意の破壊 
vanguard , 先陣 
veer , 人・車・道路などが向きを変える 
vengeance , 復しゅう 
verification , 確かめること 
veritable , ほんとうの 
vernacular , その土地の 
vibrant , 振動する 
vie , 争う 
vigil , 徹夜すること 
vigilant , 油断のない 
vindicate , 人のけん疑を晴らす 
vindication , 擁護 
waive , 権利・主張などを自分から放棄する 
waiver , 権利放棄 
wane , 月が欠ける 
warden , 刑務所長 
warren , 飼育場 
watershed , 転換点 
wayward , いうことを聞かない 
whack , ～をピシッと打つ 
whiff , 一吹き 
whimsical , 気まぐれな 
whine , サイレン・子供・犬などが悲しそうな声を立てる 
whirlwind , つむじ風 
whisk , 小ぼうき 
whore , 売春婦 
wield , 武器・道具などを使いこなす 
windfall , 果物 
withdrawn , withdrawの過去分詞形 
wizard , 名人 
wobble , よろよろする 
womb , 子宮 
wrangle , 口論 
wrath , 激怒 
writ , 令状: 
zealot , 熱狂する人 
zinc , 亜鉛
abate , ～の勢いを減らす 
abdicate , 地位・権利などを捨てる 
abdominal , 腹の 
abhor , ひどく嫌う 
abhorrent , 嫌悪すべき 
abject , 下劣な 
abominable , 憎むべき 
abreast , 並んで 
accede , 同意する 
accession , 到達すること 
acclamation , 発声投票 
accolade , 騎士の爵位授与式 
acorn , どんぐり 
acquiescence , 黙認 
acreage , エーカーでの広さ 
acrid , つんとする 
adage , 諺 
adjourn , 会議などを休会する 
adjunct , 付属物 
admonition , 忠告 
aegis , 保護 
affectation , 見せかけ 
affront , ～を侮辱する 
afield , 離れて 
afoot , 徒歩の 
aft , 船尾に 
aggregation , 凝集 
agile , 機敏な 
agrarian , 土地の 
ail , 慢性的・長期的な病気・心配ごとが～を苦しめる 
airtight , 空気を通さない 
alderman , 市参事会員 
algae , 藻類 
alignment , 整列 
allay , 下げる 
allegory , 寓意 
altercation , 口論 
amalgamate , とりまぜる 
amble , アンブル 
amenable , すなおな 
amends , 賠償 
amity , 親善 
amphibian , 両生類の 
amphitheater , 円形劇場 
ancillary , 付属の 
angler , 魚釣りをする人 
annexation , 付加 
annihilate , ～を全滅させる 
anorexia , 神経性無食欲症 
antagonize , 人を敵にまわす 
antecedent , 先だつ 
anteroom , 控えの間 
antic , おどけたしぐさ 
antigen , 抗原 
antiseptic , 消毒の 
antithesis , 正反対 
anvil , 金敷き 
aperture , 孔 
apex , 頂上 
apparition , 幽霊 
appraise , 財産などの価値を決める 
arable , 耕地 
arbitration , 仲裁 
armistice , 休戦 
armpit , わきの下armpit hair 
arousal , 覚醒の 
arsenic , ヒ素 
articulation , 調音 
artifice , 技術 
assail , 人・物を激しく攻撃する 
assay , 分析 
assessor , 評価人 
assimilation , 同化 
astern , 船尾に 
asunder , ばらばらに 
atheist , 無神論者 
atone , 償う 
attire , ～に装わせる 
augment , ～を増す 
auspicious , さい先のよい 
autism , 自閉性 
auxiliary , 補助の 
avarice , どん欲 
averse , きらっている 
aviary , 鳥のおり 
bale , ～の大包み 
ballast , 底荷 
balm , 慰め 
baloney , たわごと 
bandit , 追いはぎ 
barrow , 手押し車 
bashful , はにかみやの 
batten , 小割り 
beget , 子をもうける 
belie , 事柄・行為などが～を正しく伝えない 
benevolence , 慈悲深さ 
bequeath , 財産などを遺言で譲る 
bereaved , 肉親を亡くした 
berth , 寝台 
beseech , に懇願する 
biceps , 2頭筋 
bilateral , 両側のある 
bile , 胆汁 
billow , 大波うねり 
binary , 二つから成る 
binocular , 両眼用の 
bison , アメリカ野牛 
blanch , ～を白くする 
blasphemy , 不敬 
blemish , きず汚点 
blithe , のんきな 
bode , の前兆になる 
borough , 自治町村 
bountiful , 物惜しみしない 
bovine , 牛の 
breadwinner , 大黒柱 
brevity , 簡潔さ 
bridle , 馬勒 
bromide , 臭化物 
bronchitis , 気管支炎 
brunt , 主力 
brusque , ぶっきらぼうの 
buggy , 1頭立ての軽装車では4輪 
bunk , 二段式寝台 
buttock , しりの片方 
cactus , サボテン 
cadence , 律動 
callous , 堅い 
canopy , 天がい 
cant , 傾斜 
canteen , 酒保 
canvass , ～を詳しく調査する 
caprice , 気まぐれ 
capricious , 気まぐれな 
carcinogen , 発癌物質 
carousel , 回転荷台 
casket , 小箱 
cataclysm , 地穀の激変 
cataract , 大滝 
caustic , 腐食性の 
cavalier , 騎士 
cavalry , 機甲部隊 
cavern , 地下大洞窟 
cessation , 中止・停止 
chaff , ～をからかう 
charlatan , 大ぼら吹き 
chaste , 純潔な 
chastise , ～をせっかんする 
chauvinism , 盲目的愛国心 
chivalry , 騎士道 
chlorine , 塩素 
chronology , 年代学 
chum , 親友 
circumference , 周囲 
circumscribe , 境界線を引く 
circumspect , 用心深い 
cistern , 貯水槽 
citadel , 防備の最後の拠点となる市街を見おろす強力な城 
claimant , 要求者 
clairvoyant , 千里眼の 
claustrophobia , 閉所恐怖症 
cleavage , 割ること 
cleave , ～をまっぷたつに割る 
clump , 木立ち 
coddle , 子供などを甘やかす 
coerce , 事を強制する 
coercion , 威圧 
cognition , 認識作用 
colitis , 大腸炎 
collusion , 談合 
combustion , 燃焼 
complainant , 申立 
compliant , 従順な 
compost , 混合物 
concave , 凹面の 
conciliate , 人をなだめる 
conciliatory , なだめる 
concomitant , 随伴 
concordance , 一致して 
condescend , 恩着せがましく 
condolence , 弔慰 
confederation , 同盟 
confetti , 細く切った色紙 
confluence , 合流 
congregate , 集合する 
connotation , 含意 
consecrate , ～を聖別する 
conservatory , 温室 
consignment , 委託 
constellation , 星座 
consternation , 仰天 
constipation , 便秘 
constrict , 締めつける 
consummation , 完成する 
contagion , 接触伝染 
contravene , 法律・習慣などを破る 
convalescence , 回復期 
convulsion , けいれん 
coop , cooperative 
copious , 豊富な 
cordon , 非常線 
corollary , 系 
coroner , 検死官 
corroboration , 確証 
corrode , ～を浸食する 
cot , 簡易ベッド 
cove , 小さな入江 
cower , 縮こまる 
creak , キーキー鳴る 
crease , 折り目 
crevice , 裂け目 
cringe , すくむ 
crochet , かぎ針編み 
crucifixion , 十字架へのはりつけ 
crux , 最重要ポイント 
crypt , 地下室 
cryptic , 隠れた 
curio , こっとう品 
cursory , 急ぎの 
dab , 名人 
daft , ばかな 
dally , もてあそぶ 
daub , ～を塗りつぶす 
daunt , 威圧する 
deafening , 防音材料 
debit , 借り方 
decadence , 堕落 
decentralize , 中央集権化を避ける 
decimate , 多大なる影響を与える 
decorum , 礼儀正しさ 
decoy , おとり 
decrepit , 使い古した 
deforestation , 森林破壊 
dejected , 落胆した 
delineation , 輪郭を描くこと 
delinquency , 非行 
delirious , 精神の錯乱した 
delirium , 幻覚に陥る精神錯乱 
deliverance , 救出 
demarcation , 境界 
demography , 人口統計学 
demoralize , ～の風紀を乱す 
demure , 恥ずかしそうな 
denunciation , 非難 
depletion , 減少 
deplorable , 嘆かわしい 
depraved , 堕落した 
derelict , 浮浪者 
derisive , 嘲笑的な 
dermatologist , 皮膚科医者 
derogatory , 軽べつ的な 
despondent , 落胆 
despotic , 専制的な 
destitution , 貧困 
deterrence , 阻止 
detest , 嫌悪する 
detour , 回り道 
detract , 落とす 
detriment , 損害 
detrimental , 有害な 
deviate , それる 
devolution , 内政権付与 
diabolic , 悪魔のような 
diagonal , 対角線の 
dialectic , 弁証法的な 
dichotomy , 二分 
diction , 言葉遣い 
diffident , 自信のない 
dike , 堤 
dilapidated , 崩れかかった 
dilate , ～を広げる 
dinghy , 小舟 
dingy , 黒ずんだ 
discerning , 洞祭力のある 
discomfiture , 挫折 
discrete , 個々の 
disheveled , 乱れた 
dislodge , ～を無理に押しのける 
dispensary , 調剤室 
dissect , 人体・動植物などを解剖する 
disseminate , 広める 
dissertation , 学位論文 
dissipate , 軍勢・霧・雲などを散らす 
dissonance , 不調和音 
distal , 中心から遠い 
divergent , 分岐する 
docile , すなおな 
doldrums , 無風海域 
domicile , 居住地 
douse , 突っ込む 
downcast , 人が意気消沈した 
dribble , したたる 
drizzle , 小雨が降る 
drudgery , 退屈なつらい仕事 
duchy , 公国 
dune , 砂丘 
dung , 肥料 
earthen , 土製の 
eavesdrop , 立ち聞きする 
ecclesiastical , 教会 
eddy , うず 
edify , 強化する 
efface , 文字・記憶などを消す 
effervescent , 沸騰 
egalitarian , 平等主義の 
elation , 意気揚々 
ellipse , 長円 
elucidate , 明らかにする 
emancipate , ～を解放する 
embankment , 盛土 
embellish , ～を飾る 
embezzle , 公金などを着服する 
embroidery , ししょう 
